id|label|pathway_name|source|source_url
r-hsa-5654700|pathway|FRS-mediated FGFR2 signaling|REACTOME|https://reactome.org
r-hsa-5654706|pathway|FRS-mediated FGFR3 signaling|REACTOME|https://reactome.org
r-hsa-5654712|pathway|FRS-mediated FGFR4 signaling|REACTOME|https://reactome.org
r-hsa-983231|pathway|Factors involved in megakaryocyte development and platelet production|REACTOME|https://reactome.org
r-hsa-6783310|pathway|Fanconi Anemia Pathway|REACTOME|https://reactome.org
r-hsa-75157|pathway|FasL/ CD95L signaling|REACTOME|https://reactome.org
r-hsa-434316|pathway|Fatty Acids bound to GPR40 (FFAR1) regulate insulin secretion|REACTOME|https://reactome.org
r-hsa-8978868|pathway|Fatty acid metabolism|REACTOME|https://reactome.org
r-hsa-211935|pathway|Fatty acids|REACTOME|https://reactome.org
r-hsa-75105|pathway|Fatty acyl-CoA biosynthesis|REACTOME|https://reactome.org
r-hsa-2454202|pathway|Fc epsilon receptor (FCERI) signaling|REACTOME|https://reactome.org
r-hsa-2029480|pathway|Fcgamma receptor (FCGR) dependent phagocytosis|REACTOME|https://reactome.org
r-hsa-1187000|pathway|Fertilization|REACTOME|https://reactome.org
r-hsa-1566977|pathway|Fibronectin matrix formation|REACTOME|https://reactome.org
r-hsa-2855086|pathway|Ficolins bind to repetitive carbohydrate structures on the target cell surface|REACTOME|https://reactome.org
r-hsa-390450|pathway|Folding of actin by CCT/TriC|REACTOME|https://reactome.org
r-hsa-163210|pathway|Formation of ATP by chemiosmotic coupling|REACTOME|https://reactome.org
r-hsa-140877|pathway|Formation of Fibrin Clot (Clotting Cascade)|REACTOME|https://reactome.org
r-hsa-167152|pathway|Formation of HIV elongation complex in the absence of HIV Tat|REACTOME|https://reactome.org
r-hsa-167200|pathway|Formation of HIV-1 elongation complex containing HIV-1 Tat|REACTOME|https://reactome.org
r-hsa-5696395|pathway|Formation of Incision Complex in GG-NER|REACTOME|https://reactome.org
r-hsa-112382|pathway|Formation of RNA Pol II elongation complex |REACTOME|https://reactome.org
r-hsa-2559584|pathway|Formation of Senescence-Associated Heterochromatin Foci (SAHF)|REACTOME|https://reactome.org
r-hsa-6781823|pathway|Formation of TC-NER Pre-Incision Complex|REACTOME|https://reactome.org
r-hsa-9772755|pathway|Formation of WDR5-containing histone-modifying complexes|REACTOME|https://reactome.org
r-hsa-72689|pathway|Formation of a pool of free 40S subunits|REACTOME|https://reactome.org
r-hsa-196025|pathway|Formation of annular gap junctions|REACTOME|https://reactome.org
r-hsa-111458|pathway|Formation of apoptosome|REACTOME|https://reactome.org
r-hsa-9796292|pathway|Formation of axial mesoderm|REACTOME|https://reactome.org
r-hsa-9823730|pathway|Formation of definitive endoderm|REACTOME|https://reactome.org
r-hsa-77042|pathway|Formation of editosomes by ADAR proteins|REACTOME|https://reactome.org
r-hsa-9761174|pathway|Formation of intermediate mesoderm|REACTOME|https://reactome.org
r-hsa-9758920|pathway|Formation of lateral plate mesoderm|REACTOME|https://reactome.org
r-hsa-9793380|pathway|Formation of paraxial mesoderm|REACTOME|https://reactome.org
r-hsa-2408499|pathway|Formation of selenosugars for excretion|REACTOME|https://reactome.org
r-hsa-113418|pathway|Formation of the Early Elongation Complex|REACTOME|https://reactome.org
r-hsa-75094|pathway|Formation of the Editosome|REACTOME|https://reactome.org
r-hsa-167158|pathway|Formation of the HIV-1 Early Elongation Complex|REACTOME|https://reactome.org
r-hsa-173599|pathway|Formation of the active cofactor, UDP-glucuronate|REACTOME|https://reactome.org
r-hsa-201722|pathway|Formation of the beta-catenin:TCF transactivating complex|REACTOME|https://reactome.org
r-hsa-6809371|pathway|Formation of the cornified envelope|REACTOME|https://reactome.org
r-hsa-72695|pathway|Formation of the ternary complex, and subsequently, the 43S complex|REACTOME|https://reactome.org
r-hsa-389960|pathway|Formation of tubulin folding intermediates by CCT/TriC|REACTOME|https://reactome.org
r-hsa-5661270|pathway|Formation of xylulose-5-phosphate|REACTOME|https://reactome.org
r-hsa-444473|pathway|Formyl peptide receptors bind formyl peptides and many other ligands|REACTOME|https://reactome.org
r-hsa-444209|pathway|Free fatty acid receptors|REACTOME|https://reactome.org
r-hsa-400451|pathway|Free fatty acids regulate insulin secretion|REACTOME|https://reactome.org
r-hsa-170968|pathway|Frs2-mediated activation|REACTOME|https://reactome.org
r-hsa-5652227|pathway|Fructose biosynthesis|REACTOME|https://reactome.org
r-hsa-70350|pathway|Fructose catabolism|REACTOME|https://reactome.org
r-hsa-5652084|pathway|Fructose metabolism|REACTOME|https://reactome.org
r-hsa-168270|pathway|Fusion and Uncoating of the Influenza Virion|REACTOME|https://reactome.org
r-hsa-168288|pathway|Fusion of the Influenza Virion to the Host Cell Endosome|REACTOME|https://reactome.org
r-hsa-416482|pathway|G alpha (12/13) signalling events|REACTOME|https://reactome.org
r-hsa-418594|pathway|G alpha (i) signalling events|REACTOME|https://reactome.org
r-hsa-416476|pathway|G alpha (q) signalling events|REACTOME|https://reactome.org
r-hsa-418555|pathway|G alpha (s) signalling events|REACTOME|https://reactome.org
r-hsa-418597|pathway|G alpha (z) signalling events|REACTOME|https://reactome.org
r-hsa-8964315|pathway|G beta:gamma signalling through BTK|REACTOME|https://reactome.org
r-hsa-8964616|pathway|G beta:gamma signalling through CDC42|REACTOME|https://reactome.org
r-hsa-392451|pathway|G beta:gamma signalling through PI3Kgamma|REACTOME|https://reactome.org
r-hsa-418217|pathway|G beta:gamma signalling through PLC beta|REACTOME|https://reactome.org
r-hsa-1296059|pathway|G protein gated Potassium channels|REACTOME|https://reactome.org
r-hsa-202040|pathway|G-protein activation|REACTOME|https://reactome.org
r-hsa-397795|pathway|G-protein beta:gamma signalling|REACTOME|https://reactome.org
r-hsa-112040|pathway|G-protein mediated events|REACTOME|https://reactome.org
r-hsa-1538133|pathway|G0 and Early G1|REACTOME|https://reactome.org
r-hsa-69236|pathway|G1 Phase|REACTOME|https://reactome.org
r-hsa-69615|pathway|G1/S DNA Damage Checkpoints|REACTOME|https://reactome.org
r-hsa-69206|pathway|G1/S Transition|REACTOME|https://reactome.org
r-hsa-69205|pathway|G1/S-Specific Transcription|REACTOME|https://reactome.org
r-hsa-68911|pathway|G2 Phase|REACTOME|https://reactome.org
r-hsa-69481|pathway|G2/M Checkpoints|REACTOME|https://reactome.org
r-hsa-69473|pathway|G2/M DNA damage checkpoint|REACTOME|https://reactome.org
r-hsa-69478|pathway|G2/M DNA replication checkpoint|REACTOME|https://reactome.org
r-hsa-69275|pathway|G2/M Transition|REACTOME|https://reactome.org
r-hsa-180292|pathway|GAB1 signalosome|REACTOME|https://reactome.org
r-hsa-977444|pathway|GABA B receptor activation|REACTOME|https://reactome.org
r-hsa-977443|pathway|GABA receptor activation|REACTOME|https://reactome.org
r-hsa-888568|pathway|GABA synthesis|REACTOME|https://reactome.org
r-hsa-888590|pathway|GABA synthesis, release, reuptake and degradation|REACTOME|https://reactome.org
r-hsa-6787639|pathway|GDP-fucose biosynthesis|REACTOME|https://reactome.org
r-hsa-5635851|pathway|GLI proteins bind promoters of Hh responsive genes to promote transcription|REACTOME|https://reactome.org
r-hsa-5610785|pathway|GLI3 is processed to GLI3R by the proteasome|REACTOME|https://reactome.org
r-hsa-430116|pathway|GP1b-IX-V activation signalling|REACTOME|https://reactome.org
r-hsa-388396|pathway|GPCR downstream signalling|REACTOME|https://reactome.org
r-hsa-500792|pathway|GPCR ligand binding|REACTOME|https://reactome.org
r-hsa-9634597|pathway|GPER1 signaling|REACTOME|https://reactome.org
r-hsa-114604|pathway|GPVI-mediated activation cascade|REACTOME|https://reactome.org
r-hsa-179812|pathway|GRB2 events in EGFR signaling|REACTOME|https://reactome.org
r-hsa-1963640|pathway|GRB2 events in ERBB2 signaling|REACTOME|https://reactome.org
r-hsa-354194|pathway|GRB2:SOS provides linkage to MAPK signaling for Integrins |REACTOME|https://reactome.org
r-hsa-1306955|pathway|GRB7 events in ERBB2 signaling|REACTOME|https://reactome.org
r-hsa-9762114|pathway|GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2|REACTOME|https://reactome.org
r-hsa-72706|pathway|GTP hydrolysis and joining of the 60S ribosomal subunit|REACTOME|https://reactome.org
r-hsa-9726842|pathway|Gain-of-function MRAS complexes activate RAF signaling|REACTOME|https://reactome.org
r-hsa-70370|pathway|Galactose catabolism|REACTOME|https://reactome.org
r-hsa-163841|pathway|Gamma carboxylation, hypusine formation and arylsulfatase activation|REACTOME|https://reactome.org
r-hsa-159740|pathway|Gamma-carboxylation of protein precursors|REACTOME|https://reactome.org
r-hsa-159854|pathway|Gamma-carboxylation, transport, and amino-terminal cleavage of proteins|REACTOME|https://reactome.org
r-hsa-190861|pathway|Gap junction assembly|REACTOME|https://reactome.org
r-hsa-190873|pathway|Gap junction degradation|REACTOME|https://reactome.org
r-hsa-190828|pathway|Gap junction trafficking|REACTOME|https://reactome.org
r-hsa-157858|pathway|Gap junction trafficking and regulation|REACTOME|https://reactome.org
r-hsa-5696397|pathway|Gap-filling DNA repair synthesis and ligation in GG-NER|REACTOME|https://reactome.org
r-hsa-6782210|pathway|Gap-filling DNA repair synthesis and ligation in TC-NER|REACTOME|https://reactome.org
r-hsa-881907|pathway|Gastrin-CREB signalling pathway via PKC and MAPK|REACTOME|https://reactome.org
r-hsa-9758941|pathway|Gastrulation|REACTOME|https://reactome.org
r-hsa-211000|pathway|Gene Silencing by RNA|REACTOME|https://reactome.org
r-hsa-8950505|pathway|Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation|REACTOME|https://reactome.org
r-hsa-74160|pathway|Gene expression (Transcription)|REACTOME|https://reactome.org
r-hsa-202433|pathway|Generation of second messenger molecules|REACTOME|https://reactome.org
r-hsa-212436|pathway|Generic Transcription Pathway|REACTOME|https://reactome.org
r-hsa-9754189|pathway|Germ layer formation at gastrulation|REACTOME|https://reactome.org
r-hsa-5696399|pathway|Global Genome Nucleotide Excision Repair (GG-NER)|REACTOME|https://reactome.org
r-hsa-163359|pathway|Glucagon signaling in metabolic regulation|REACTOME|https://reactome.org
r-hsa-381676|pathway|Glucagon-like Peptide-1 (GLP1) regulates insulin secretion|REACTOME|https://reactome.org
r-hsa-420092|pathway|Glucagon-type ligand receptors|REACTOME|https://reactome.org
r-hsa-194002|pathway|Glucocorticoid biosynthesis|REACTOME|https://reactome.org
r-hsa-70263|pathway|Gluconeogenesis|REACTOME|https://reactome.org
r-hsa-70326|pathway|Glucose metabolism|REACTOME|https://reactome.org
r-hsa-156588|pathway|Glucuronidation|REACTOME|https://reactome.org
r-hsa-210500|pathway|Glutamate Neurotransmitter Release Cycle|REACTOME|https://reactome.org
r-hsa-8964539|pathway|Glutamate and glutamine metabolism|REACTOME|https://reactome.org
r-hsa-399721|pathway|Glutamate binding, activation of AMPA receptors and synaptic plasticity|REACTOME|https://reactome.org
r-hsa-156590|pathway|Glutathione conjugation|REACTOME|https://reactome.org
r-hsa-174403|pathway|Glutathione synthesis and recycling|REACTOME|https://reactome.org
r-hsa-1483206|pathway|Glycerophospholipid biosynthesis|REACTOME|https://reactome.org
r-hsa-6814848|pathway|Glycerophospholipid catabolism|REACTOME|https://reactome.org
r-hsa-6783984|pathway|Glycine degradation|REACTOME|https://reactome.org
r-hsa-70221|pathway|Glycogen breakdown (glycogenolysis)|REACTOME|https://reactome.org
r-hsa-8982491|pathway|Glycogen metabolism|REACTOME|https://reactome.org
r-hsa-3858516|pathway|Glycogen storage disease type 0 (liver GYS2)|REACTOME|https://reactome.org
r-hsa-3828062|pathway|Glycogen storage disease type 0 (muscle GYS1)|REACTOME|https://reactome.org
r-hsa-5357609|pathway|Glycogen storage disease type II (GAA)|REACTOME|https://reactome.org
r-hsa-3878781|pathway|Glycogen storage disease type IV (GBE1)|REACTOME|https://reactome.org
r-hsa-3274531|pathway|Glycogen storage disease type Ia (G6PC)|REACTOME|https://reactome.org
r-hsa-3229133|pathway|Glycogen storage disease type Ib (SLC37A4)|REACTOME|https://reactome.org
r-hsa-3814836|pathway|Glycogen storage disease type XV (GYG1)|REACTOME|https://reactome.org
r-hsa-3229121|pathway|Glycogen storage diseases|REACTOME|https://reactome.org
r-hsa-3322077|pathway|Glycogen synthesis|REACTOME|https://reactome.org
r-hsa-70171|pathway|Glycolysis|REACTOME|https://reactome.org
r-hsa-209822|pathway|Glycoprotein hormones|REACTOME|https://reactome.org
r-hsa-1630316|pathway|Glycosaminoglycan metabolism|REACTOME|https://reactome.org
r-hsa-1660662|pathway|Glycosphingolipid metabolism|REACTOME|https://reactome.org
r-hsa-389661|pathway|Glyoxylate metabolism and glycine degradation|REACTOME|https://reactome.org
r-hsa-432722|pathway|Golgi Associated Vesicle Biogenesis|REACTOME|https://reactome.org
r-hsa-162658|pathway|Golgi Cisternae Pericentriolar Stack Reorganization|REACTOME|https://reactome.org
r-hsa-8856688|pathway|Golgi-to-ER retrograde transport|REACTOME|https://reactome.org
r-hsa-982772|pathway|Growth hormone receptor signaling|REACTOME|https://reactome.org
r-hsa-3214847|pathway|HATs acetylate histones|REACTOME|https://reactome.org
r-hsa-9609690|pathway|HCMV Early Events|REACTOME|https://reactome.org
r-hsa-9609646|pathway|HCMV Infection|REACTOME|https://reactome.org
r-hsa-9610379|pathway|HCMV Late Events|REACTOME|https://reactome.org
r-hsa-1296061|pathway|HCN channels|REACTOME|https://reactome.org
r-hsa-3214815|pathway|HDACs deacetylate histones|REACTOME|https://reactome.org
r-hsa-8963896|pathway|HDL assembly|REACTOME|https://reactome.org
r-hsa-8964011|pathway|HDL clearance|REACTOME|https://reactome.org
r-hsa-8964058|pathway|HDL remodeling|REACTOME|https://reactome.org
r-hsa-3214842|pathway|HDMs demethylate histones|REACTOME|https://reactome.org
r-hsa-5685942|pathway|HDR through Homologous Recombination (HRR)|REACTOME|https://reactome.org
r-hsa-5693567|pathway|HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)|REACTOME|https://reactome.org
r-hsa-5685939|pathway|HDR through MMEJ (alt-NHEJ)|REACTOME|https://reactome.org
r-hsa-5685938|pathway|HDR through Single Strand Annealing (SSA)|REACTOME|https://reactome.org
r-hsa-5658034|pathway|HHAT G278V doesnt palmitoylate Hh-Np|REACTOME|https://reactome.org
r-hsa-162906|pathway|HIV Infection|REACTOME|https://reactome.org
r-hsa-162587|pathway|HIV Life Cycle|REACTOME|https://reactome.org
r-hsa-167169|pathway|HIV Transcription Elongation|REACTOME|https://reactome.org
r-hsa-167161|pathway|HIV Transcription Initiation|REACTOME|https://reactome.org
r-hsa-167287|pathway|HIV elongation arrest and recovery|REACTOME|https://reactome.org
r-hsa-2022928|pathway|HS-GAG biosynthesis|REACTOME|https://reactome.org
r-hsa-2024096|pathway|HS-GAG degradation|REACTOME|https://reactome.org
r-hsa-3371511|pathway|HSF1 activation|REACTOME|https://reactome.org
r-hsa-3371571|pathway|HSF1-dependent transactivation|REACTOME|https://reactome.org
r-hsa-3371497|pathway|HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand|REACTOME|https://reactome.org
r-hsa-5610787|pathway|Hedgehog off state|REACTOME|https://reactome.org
r-hsa-5632684|pathway|Hedgehog on state|REACTOME|https://reactome.org
r-hsa-5358346|pathway|Hedgehog ligand biogenesis|REACTOME|https://reactome.org
r-hsa-189451|pathway|Heme biosynthesis|REACTOME|https://reactome.org
r-hsa-189483|pathway|Heme degradation|REACTOME|https://reactome.org
r-hsa-9707616|pathway|Heme signaling|REACTOME|https://reactome.org
r-hsa-109582|pathway|Hemostasis|REACTOME|https://reactome.org
r-hsa-1638091|pathway|Heparan sulfate/heparin (HS-GAG) metabolism|REACTOME|https://reactome.org
r-hsa-5657560|pathway|Hereditary fructose intolerance|REACTOME|https://reactome.org
r-hsa-5387390|pathway|Hh mutants abrogate ligand secretion|REACTOME|https://reactome.org
r-hsa-5362768|pathway|Hh mutants are degraded by ERAD|REACTOME|https://reactome.org
r-hsa-629597|pathway|Highly calcium permeable nicotinic acetylcholine receptors|REACTOME|https://reactome.org
r-hsa-629594|pathway|Highly calcium permeable postsynaptic nicotinic acetylcholine receptors|REACTOME|https://reactome.org
r-hsa-629587|pathway|Highly sodium permeable postsynaptic acetylcholine nicotinic receptors|REACTOME|https://reactome.org
r-hsa-390650|pathway|Histamine receptors|REACTOME|https://reactome.org
r-hsa-70921|pathway|Histidine catabolism|REACTOME|https://reactome.org
r-hsa-5693579|pathway|Homologous DNA Pairing and Strand Exchange|REACTOME|https://reactome.org
r-hsa-5693538|pathway|Homology Directed Repair|REACTOME|https://reactome.org
r-hsa-375281|pathway|Hormone ligand-binding receptors|REACTOME|https://reactome.org
r-hsa-162909|pathway|Host Interactions of HIV factors|REACTOME|https://reactome.org
r-hsa-450520|pathway|HuR (ELAVL1) binds and stabilizes mRNA|REACTOME|https://reactome.org
r-hsa-2142850|pathway|Hyaluronan biosynthesis and export|REACTOME|https://reactome.org
